4,2,5.0,1677.413240060171
4,2,4.0,1677.413240060171
4,2,1.0,1677.413240060171
4,2,3.0,1677.413240060171
4,2,7.0,1677.413240060171
4,2,6.0,1677.413240060171
4,2,2.0,1677.413240060171
8,2,4.0,1566.696562119303
8,2,1.0,1566.696562119303
8,2,5.0,1566.696562119303
8,2,3.0,1566.696562119303
8,2,6.0,1566.696562119303
8,2,2.0,1566.696562119303
8,2,7.0,1566.696562119303
4,1,5.0,1555.67235578788
4,1,4.0,1555.67235578788
4,1,6.0,1555.67235578788
4,1,3.0,1555.67235578788
4,1,2.0,1555.67235578788
4,1,7.0,1555.67235578788
4,1,1.0,1555.67235578788
6,2,2.0,1494.603618554463
6,2,4.0,1494.603618554463
6,2,5.0,1494.603618554463
6,2,7.0,1494.603618554463
6,2,6.0,1494.603618554463
6,2,3.0,1494.603618554463
6,2,1.0,1494.603618554463
5,2,2.0,1480.02828769032
5,2,5.0,1480.02828769032
5,2,4.0,1480.02828769032
5,2,3.0,1480.02828769032
5,2,1.0,1480.02828769032
5,2,7.0,1480.02828769032
5,2,6.0,1480.02828769032
7,3,1.0,1479.003636047586
7,3,7.0,1479.003636047586
7,3,3.0,1479.003636047586
7,3,6.0,1479.003636047586
7,3,5.0,1479.003636047586
7,3,2.0,1479.003636047586
7,3,4.0,1479.003636047586
6,1,3.0,1415.972526415404
6,1,1.0,1415.972526415404
6,1,7.0,1415.972526415404
6,1,5.0,1415.972526415404
6,1,4.0,1415.972526415404
6,1,6.0,1415.972526415404
6,1,2.0,1415.972526415404
5,3,3.0,1316.7751238234
5,3,2.0,1316.7751238234
5,3,1.0,1316.7751238234
5,3,7.0,1316.7751238234
5,3,6.0,1316.7751238234
5,3,5.0,1316.7751238234
5,3,4.0,1316.7751238234
8,1,5.0,1242.543127293628
8,1,7.0,1242.543127293628
8,1,6.0,1242.543127293628
8,1,4.0,1242.543127293628
8,1,3.0,1242.543127293628
8,1,2.0,1242.543127293628
8,1,1.0,1242.543127293628
5,0,7.0,1179.448464521613
5,0,6.0,1179.448464521613
5,0,5.0,1179.448464521613
5,0,4.0,1179.448464521613
5,0,3.0,1179.448464521613
5,0,2.0,1179.448464521613
5,0,1.0,1179.448464521613
7,2,7.0,1145.228795197383
7,2,6.0,1145.228795197383
7,2,5.0,1145.228795197383
7,2,4.0,1145.228795197383
7,2,3.0,1145.228795197383
7,2,2.0,1145.228795197383
7,2,1.0,1145.228795197383
7,0,7.0,1127.652252598142
7,0,6.0,1127.652252598142
7,0,5.0,1127.652252598142
7,0,4.0,1127.652252598142
7,0,3.0,1127.652252598142
7,0,2.0,1127.652252598142
7,0,1.0,1127.652252598142
8,3,7.0,1053.48830609437
8,3,6.0,1053.48830609437
8,3,5.0,1053.48830609437
8,3,4.0,1053.48830609437
8,3,3.0,1053.48830609437
8,3,2.0,1053.48830609437
8,3,1.0,1053.48830609437
7,1,1.0,1019.717561305008
7,1,7.0,1019.717561305008
7,1,6.0,1019.717561305008
7,1,5.0,1019.717561305008
7,1,4.0,1019.717561305008
7,1,3.0,1019.717561305008
7,1,2.0,1019.717561305008
4,3,7.0,994.0808650635704
4,3,6.0,994.0808650635704
4,3,5.0,994.0808650635704
4,3,4.0,994.0808650635704
4,3,3.0,994.0808650635704
4,3,2.0,994.0808650635704
4,3,1.0,994.0808650635704
5,1,7.0,987.56938994138
5,1,6.0,987.56938994138
5,1,5.0,987.56938994138
5,1,4.0,987.56938994138
5,1,3.0,987.56938994138
5,1,2.0,987.56938994138
5,1,1.0,987.56938994138
6,3,6.0,930.567516968077
6,3,5.0,930.567516968077
6,3,4.0,930.567516968077
6,3,3.0,930.567516968077
6,3,2.0,930.567516968077
6,3,7.0,930.567516968077
6,3,1.0,930.567516968077
4,0,7.0,697.7665266003906
4,0,6.0,697.7665266003906
4,0,5.0,697.7665266003906
4,0,4.0,697.7665266003906
4,0,3.0,697.7665266003906
4,0,2.0,697.7665266003906
4,0,1.0,697.7665266003906
6,0,7.0,682.0726193866948
6,0,6.0,682.0726193866948
6,0,5.0,682.0726193866948
6,0,4.0,682.0726193866948
6,0,3.0,682.0726193866948
6,0,2.0,682.0726193866948
6,0,1.0,682.0726193866948
8,0,7.0,622.1411553530554
8,0,6.0,622.1411553530554
8,0,5.0,622.1411553530554
8,0,4.0,622.1411553530554
8,0,3.0,622.1411553530554
8,0,2.0,622.1411553530554
8,0,1.0,622.1411553530554
