65,25.233211,51.445206,2.02887366E9,65,65,0.3,1,64,65
65,25.233211,51.445206,2.02887372E9,65,65,0.3,2,64,65
65,25.233211,51.445206,2.02887378E9,65,65,0.3,3,64,65
65,25.233211,51.445206,2.02887384E9,65,65,0.3,4,64,65
65,25.233211,51.445206,2.0288739E9,65,65,0.3,5,64,65
65,25.233211,51.445206,2.02887396E9,65,65,0.3,6,64,65
65,25.233211,51.445206,2.02887402E9,65,65,0.3,7,64,65
65,25.233211,51.445206,2.02887408E9,65,65,0.3,8,64,65
65,25.233211,51.445206,2.02887414E9,65,65,0.3,9,64,65
65,25.233211,51.445206,2.0288742E9,65,65,0.3,10,64,65
65,25.233211,51.445206,2.02887426E9,65,65,0.9,11,64,65
65,25.233211,51.445206,2.02887432E9,65,65,0.9,12,64,65
65,25.233211,51.445206,2.02887438E9,65,65,0.9,13,64,65
65,25.233211,51.445206,2.02887444E9,65,65,0.9,14,64,65
65,25.233211,51.445206,2.0288745E9,65,65,0.9,15,64,65
65,25.233211,51.445206,2.02887456E9,65,65,0.9,16,64,65
65,25.233211,51.445206,2.02887462E9,65,65,0.9,17,64,65
65,25.233211,51.445206,2.02887468E9,65,65,0.9,18,64,65
65,25.233211,51.445206,2.02887474E9,65,65,0.9,19,64,65
65,25.233211,51.445206,2.0288748E9,65,65,0.9,20,64,65
65,25.233211,51.445206,2.02887486E9,65,65,0.9,21,64,65
65,25.233211,51.445206,2.02887492E9,65,65,0.9,22,64,65
65,25.233211,51.445206,2.02887498E9,65,65,0.9,23,64,65
65,25.233211,51.445206,2.02887504E9,65,65,0.9,24,64,65
65,25.233211,51.445206,2.0288751E9,65,65,0.9,25,64,65
65,25.233211,51.445206,2.02887516E9,65,65,0.9,26,64,65
65,25.233211,51.445206,2.02887522E9,65,65,0.9,27,64,65
65,25.233211,51.445206,2.02887528E9,65,65,0.9,28,64,65
65,25.233211,51.445206,2.02887534E9,65,65,0.9,29,64,65
65,25.233211,51.445206,2.0288754E9,65,65,0.9,30,64,65
65,25.233211,51.445206,2.02887546E9,65,65,1.3,31,64,65
